timestamp,velocidade,rpm,engine_load,coolant_temp,timing_advance,intake_temp,maf,throttle,fuelLevel,ethanol_percentage,tempAmbiente,bateria,temperaturaMotor,tempTotal,radar_area,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,accel_magnitude,latitude,longitude,teda_flag,fuel_type,fuel_type_prob,driver_behavior,perfilMotorista,eco,tipoVia,tipoVia_prob,co2_emission,co2,instant_fuel_consumption,distancia,consumo_total,contagem_consumo,consumo_medio,consumo,bussola,notaImetro,model_response,inference_time_s,memory_before_mb,memory_after_mb,cpu_before_percent,cpu_after_percent,detectado,teda_inference_time,mmcloud_inference_time,city_highway_inference_time,fuel_type_inference_time,temp_rasp
2025-05-08 13:56:53,2,936,29,69,-8.5,39,0.006006413552,20,61.18,26.67,28.5,13.62,69,36.33971071,455.08,0.1435693651,2.597707987,9.686445236,0,0,0,10.02975175,-5.8431466,-35.197646,FALSE,gasolina,[0.01 0.99],cauteloso,cauteloso,TRUE,Cidade,[0.88 0.12],0.001277240454,229.9030978,625.0926314,0.002777777778,625.0926314,0,41.67284209,41.67284209,Norte,A,,,,,,,FALSE,0.09307400001,0.462517,273.411753,57.857052,69.2
2025-05-08 13:56:54,2,936,29,69,-8.5,39,0.006006413552,20,61.18,26.67,28.5,13.62,69,37.62540817,455.08,0.004785645287,3.521636724,9.183652878,0,0,0,9.835722053,-5.8431466,-35.197646,FALSE,gasolina,[0.01 0.99],cauteloso,cauteloso,TRUE,Cidade,[0.85 0.15],0.001277240454,229.9030978,625.0926314,0.003333333333,625.0926314,0,39.06828946,39.06828946,Norte,A,,,,,,,FALSE,0.162574,0.391276,475.285919,62.612217,70.3
2025-05-08 13:56:58,0,950,27,69,-8.5,39,0.006096253071,17,61.18,26.67,28.5,13.62,69,38.86256146,357.75,-0.2922234535,2.597707987,9.361021042,0,0,0,9.719166439,-5.8431466,-35.197646,FALSE,gasolina,[0.02 0.98],cauteloso,cauteloso,TRUE,Cidade,[0.55 0.45],0.001296344478,1.296344478,49.5580755,0.003333333333,49.5580755,0,2.915180912,2.915180912,Norte,A,Você está dirigindo de forma cautelosa. Ótimo para segurança e economia!,2.32,657.06,657.06,21.4,82.1,FALSE,0.2106110001,0.435257,316.141369,68.725729,69.7
2025-05-08 13:56:59,0,950,27,69,-16,39,0.004770980664,17,61.18,26.67,28.5,13.64,69,42.42845821,357.75,0.1268195957,2.494517565,9.116654396,0,0,0,9.452623364,-5.8431466,-35.197646,FALSE,gasolina,[0.01 0.99],cauteloso,cauteloso,TRUE,Cidade,[0.88 0.12],0.001014530461,1.014530461,63.32420759,0.003333333333,63.32420759,0,3.518011533,3.518011533,Norte,A,,,,,,,FALSE,0.18561,0.296499,262.70578,64.359598,69.2
2025-05-08 13:57:01,0,950,27,69,-16,39,0.004770980664,17,61.18,26.67,28.5,13.64,69,43.70600653,357.75,-1.955833435,2.592922449,10.0648098,0,0,0,10.57586533,-5.8431477,-35.1976435,FALSE,gasolina,[0.01 0.99],cauteloso,cauteloso,TRUE,Cidade,[0.86 0.14],0.001014530461,1.014530461,63.32420759,0.003333333333,63.32420759,0,3.332853031,3.332853031,Norte,A,,,,,,,FALSE,0.166462,0.265129,298.3585,64.379006,68.6
2025-05-08 13:57:02,6,950,27,69,-16,39,0.004770980664,17,61.18,26.67,28.5,13.64,69,44.93093085,437.25,0.2153540403,3.897608995,9.363413811,0,0,0,10.14451829,-5.8431477,-35.1976435,FALSE,gasolina,[0.01 0.99],cauteloso,cauteloso,TRUE,Cidade,[0.76 0.24],0.001014530461,60.87177896,2360.87617,0.005,2360.87617,0,118.0438085,118.0438085,Norte,A,,,,,,,FALSE,0.201017,0.276739,284.033523,66.871977,68.6
2025-05-08 13:57:03,6,905,20,70,-16,39,0.004544986844,16,61.18,26.67,28.5,13.66,70,46.22215509,325.65,-1.529910922,4.697110653,9.325128555,0,0,0,10.55279577,-5.8431477,-35.1976435,FALSE,gasolina,[0.01 0.99],cauteloso,cauteloso,TRUE,Cidade,[0.93 0.07],0.0009664737549,57.9883789,2478.267803,0.006666666667,2478.267803,0,118.0127525,118.0127525,Norte,A,,,,,,,FALSE,0.09557400006,0.435702,278.590694,60.953539,70.3
2025-05-08 13:57:04,6,905,20,70,-14.5,39,0.004544986844,16,61.18,26.67,28.5,13.66,70,47.50053978,325.65,-1.02711916,4.998905659,10.83559799,0,0,0,11.97723739,-5.8431477,-35.1976435,FALSE,gasolina,[0.01 0.99],cauteloso,cauteloso,TRUE,Cidade,[0.9 0.1],0.0009664737549,57.9883789,2478.267803,0.008333333333,2478.267803,0,112.6485365,112.6485365,Norte,A,,,,,,,FALSE,0.200759,0.3110910001,297.172412,67.257309,69.7
2025-05-08 13:57:06,6,905,20,70,-14.5,39,0.004544986844,16,61.18,26.67,28.5,13.66,70,48.7239635,325.65,-1.556231976,4.043570995,12.11426258,0,0,0,12.86575619,-5.8431477,-35.1976435,FALSE,gasolina,[0.01 0.99],cauteloso,cauteloso,TRUE,Cidade,[0.9 0.1],0.0009664737549,57.9883789,2478.267803,0.01,2478.267803,0,107.750774,107.750774,Norte,A,,,,,,,FALSE,0.1830550001,0.398721,257.493968,57.182185,70.3
2025-05-08 13:57:09,15,905,20,70,-14.5,39,0.004544986844,16,61.18,26.67,28.5,13.66,70,49.99405217,438.375,1.335793257,4.907978535,7.120142937,0,0,0,8.75037327,-5.8432374,-35.1976152,FALSE,gasolina,[0.01 0.99],cauteloso,cauteloso,TRUE,Cidade,[0.69 0.31],0.0009664737549,23.19535156,6195.669507,0.01416666667,6195.669507,0,258.1528961,258.1528961,Norte,A,Não há sinistros ou multas próximos no caminho.,1.84,657.33,657.33,22.7,81.4,FALSE,0.38748,0.398461,311.682517,195.361841,68.1
2025-05-08 13:57:10,15,929,18,71,-14.5,39,0.004665516881,15,61.18,26.67,28.5,13.6,71,53.09776187,400.785,-0.1722832322,4.199104786,8.721838951,0,0,0,9.681561713,-5.8432374,-35.1976152,FALSE,gasolina,[0.01 0.99],cauteloso,cauteloso,TRUE,Cidade,[0.72 0.28],0.0009921039981,23.81047691,6035.609154,0.01833333333,6035.609154,0,241.4243661,241.4243661,Norte,A,,,,,,,FALSE,0.09546300009,0.353628,275.256319,51.659838,69.7
2025-05-08 13:57:11,15,929,18,71,-13,39,0.003693534198,15,61.18,26.67,28.5,13.6,71,54.42132306,400.785,-0.8811569214,4.213760853,7.972286701,0,0,0,9.060329646,-5.8432374,-35.1976152,FALSE,gasolina,[0.01 0.99],cauteloso,cauteloso,TRUE,Cidade,[0.67 0.33],0.0007854156652,18.84996088,7623.927352,0.0225,7623.927352,0,293.2279751,293.2279751,Norte,A,,,,,,,FALSE,0.233999,0.2352389999,328.242614,61.437407,69.2
2025-05-08 13:57:13,15,929,18,71,-13,39,0.003693534198,15,61.18,26.67,28.5,13.6,71,55.72629905,400.785,-2.039881229,3.346960783,6.866204739,0,0,0,7.90620196,-5.8432374,-35.1976152,FALSE,gasolina,[0.01 0.99],cauteloso,cauteloso,TRUE,Cidade,[0.63 0.37],0.0007854156652,18.84996088,7623.927352,0.02666666667,7623.927352,0,282.3676797,282.3676797,Norte,A,,,,,,,FALSE,0.168463,0.373535,282.552122,57.946959,69.2
2025-05-08 13:57:14,20,926,18,71,-13,39,0.003681606746,15,61.18,26.67,28.5,13.6,71,56.99731255,460.94,-2.001596212,5.99491787,13.28734398,0,0,0,14.71390287,-5.8432374,-35.1976152,FALSE,gasolina,[0.01 0.99],cauteloso,cauteloso,TRUE,Cidade,[0.62 0.38],0.000782879339,14.09181683,10198.1692,0.03222222222,10198.1692,0,364.2203286,364.2203286,Norte,A,,,,,,,FALSE,0.1642579999,0.73846,303.074961,63.899711,68.1
2025-05-08 13:57:15,20,926,8,72,-13,39,0.003681606746,13,61.18,26.67,28.5,13.48,72,58.29515123,311.64,-0.5626124144,2.951845884,5.295615673,0,0,0,6.088798914,-5.8434326,-35.1976168,FALSE,gasolina,[0.01 0.99],cauteloso,cauteloso,TRUE,Rodovia,[0.26 0.74],0.000782879339,14.09181683,10198.1692,0.03777777778,10198.1692,0,351.6610069,351.6610069,Norte,A,,,,,,,FALSE,0.4160349999,0.408461,273.108421,57.331239,67.5
2025-05-08 13:57:16,20,926,8,72,-1.5,39,0.002583583681,13,61.18,26.67,28.5,13.48,72,59.60057068,311.64,-0.6008976102,4.242474556,10.68724346,0,0,0,11.51420171,-5.8434326,-35.1976168,FALSE,gasolina,[0. 1.],cauteloso,cauteloso,TRUE,Cidade,[0.94 0.06],0.0005493890099,9.888994266,14532.39111,0.04333333333,14532.39111,0,484.413037,484.413037,Norte,A,,,,,,,FALSE,0.15874,0.379387,281.820125,62.369996,70.8
2025-05-08 13:57:20,20,926,8,72,-1.5,39,0.002583583681,13,61.18,26.67,28.5,13.48,72,60.84384751,311.64,-2.307877541,5.152046204,6.882954121,0,0,0,8.901962494,-5.8434326,-35.1976168,FALSE,gasolina,[0. 1.],cauteloso,cauteloso,TRUE,Cidade,[0.93 0.07],0.0005493890099,9.888994266,14532.39111,0.04888888889,14532.39111,0,468.78681,468.78681,Norte,A,Você está dirigindo de forma cautelosa. Ótimo para segurança e economia!,2.65,657.45,657.45,19.9,82.5,FALSE,0.1602770001,0.3098880001,307.221295,64.96867,70.3
2025-05-08 13:57:22,12,844,8,72,-1.5,39,0.002354799813,13,61.18,26.67,28.5,13.48,72,64.76627111,214.4,0.1411765367,4.105784416,10.77338505,0,0,0,11.53010069,-5.8434326,-35.1976168,FALSE,gasolina,[0. 1.],cauteloso,cauteloso,TRUE,Cidade,[0.95 0.05],0.0005007390111,15.02215832,9566.583532,0.05222222222,9566.583532,0,298.9557354,298.9557354,Norte,A,,,,,,,FALSE,0.3931460001,0.424072,283.754469,64.362191,68.6
2025-05-08 13:57:23,12,844,17,72,-1.5,39,0.002354799813,15,61.18,26.67,28.5,13.47,72,66.00993586,339.88,-2.616850615,3.902394533,7.725826263,0,0,0,9.042399111,-5.8434326,-35.1976168,FALSE,gasolina,[0. 1.],cauteloso,cauteloso,TRUE,Cidade,[0.95 0.05],0.0005007390111,15.02215832,9566.583532,0.05555555556,9566.583532,0,289.8964707,289.8964707,Norte,A,,,,,,,FALSE,0.198277,0.7113119999,305.203581,80.009385,68.1
2025-05-08 13:57:24,12,844,17,72,-3,39,0.002354799813,15,61.18,26.67,28.5,13.47,72,67.29905725,339.88,-2.554637194,3.279961586,8.164011955,0,0,0,9.161627061,-5.8435591,-35.1976891,FALSE,gasolina,[0. 1.],cauteloso,cauteloso,TRUE,Cidade,[0.95 0.05],0.0005007390111,15.02215832,9566.583532,0.05888888889,9566.583532,0,281.3701039,281.3701039,Norte,A,,,,,,,FALSE,0.09555600002,0.678368,310.913594,65.901352,70.3
2025-05-08 13:57:25,12,844,17,72,-3,40,0.002347280095,15,61.18,26.67,28.5,13.47,72,68.59244037,339.88,-0.2751746178,4.740181446,8.30279541,0,0,0,9.56459371,-5.8435591,-35.1976891,FALSE,gasolina,[0. 1.],cauteloso,cauteloso,TRUE,Cidade,[0.95 0.05],0.0004991399723,14.97418719,9597.230925,0.06222222222,9597.230925,0,274.2065978,274.2065978,Norte,A,,,,,,,FALSE,0.105222,2.108083,280.75387,70.663998,69.7
2025-05-08 13:57:27,12,1189,26,72,-3,40,0.003306772551,15,61.18,26.67,28.5,13.47,72,69.83876324,510.91,-2.549851656,3.739682674,8.020143509,0,0,0,9.209216681,-5.8435591,-35.1976891,FALSE,gasolina,[0.01 0.99],cauteloso,cauteloso,TRUE,Rodovia,[0.38 0.62],0.000703172307,21.09515233,6812.500337,0.06555555556,6812.500337,0,189.2361205,189.2361205,Norte,A,,,,,,,FALSE,0.220388,0.575683,280.616945,63.689509,68.6
2025-05-08 13:57:30,12,1189,26,72,-3,40,0.003306772551,20,61.18,26.67,28.5,13.57,72,71.14682674,605.91,-2.389233351,4.264009953,7.144071102,0,0,0,8.656094315,-5.8435591,-35.1976891,FALSE,gasolina,[0.01 0.99],cauteloso,cauteloso,TRUE,Cidade,[0.83 0.17],0.000703172307,21.09515233,6812.500337,0.06888888889,6812.500337,0,184.1216307,184.1216307,Norte,A,Não há sinistros ou multas próximos no caminho.,2.25,657.36,657.36,24,85.8,FALSE,0.16724,0.485146,282.878139,57.814201,68.6
2025-05-08 13:57:31,12,1189,26,72,12.5,40,0.006530875788,20,61.18,26.67,28.5,13.57,72,74.65263414,605.91,-0.5721837282,3.998107433,8.941978455,0,0,0,9.81179066,-5.8435591,-35.1976891,FALSE,gasolina,[0. 1.],cauteloso,cauteloso,TRUE,Cidade,[0.77 0.23],0.001388765306,41.66292586,3449.367259,0.07222222222,3449.367259,0,90.77282261,90.77282261,Norte,A,,,,,,,FALSE,0.16661,0.314944,274.514027,57.62959,67.5
2025-05-08 13:57:33,12,1189,26,72,12.5,40,0.006530875788,20,61.18,26.27,28.5,13.57,72,75.91356349,605.91,-3.684647799,4.33340168,9.142974854,0,0,0,10.76796121,-5.8436635,-35.1977986,FALSE,gasolina,[0. 1.],cauteloso,cauteloso,TRUE,Cidade,[0.89 0.11],0.001388765306,41.66292586,3449.367259,0.07555555556,3449.367259,0,88.44531434,88.44531434,Norte,A,,,,,,,FALSE,0.156185,0.494442,306.399892,61.498314,69.7
2025-05-08 13:57:37,19,1743,28,72,12.5,40,0.009573857442,20,61.18,26.27,28.5,13.57,72,77.19112134,879.605,-2.322234392,3.801896095,9.325128555,0,0,0,10.33466057,-5.8436635,-35.1977986,TRUE,gasolina,[0. 1.],cauteloso,cauteloso,TRUE,Cidade,[0.98 0.02],0.002035843506,38.5738461,3725.600294,0.08083333333,3725.600294,0,93.14000735,93.14000735,Norte,A,Você está dirigindo de forma cautelosa. Ótimo para segurança e economia!,2.55,657.36,657.36,26.9,80.6,FALSE,0.105444,0.362072,273.88542,57.179647,69.7
2025-05-08 13:57:41,19,1743,28,71,12.5,40,0.009573857442,24,61.18,26.27,28.5,13.57,71,81.05612826,973.605,-2.681456804,3.66789794,9.707980156,0,0,0,10.71860833,-5.8436635,-35.1977986,TRUE,gasolina,[0. 1.],cauteloso,cauteloso,TRUE,Cidade,[0.97 0.03],0.002035843506,38.5738461,3725.600294,0.08611111111,3725.600294,0,90.86829986,90.86829986,Norte,A,Você está dirigindo de forma cautelosa. Ótimo para segurança e economia!,1.72,657.36,657.36,19.2,77.4,FALSE,0.118834,0.433573,285.821644,65.722563,68.6
2025-05-08 13:57:44,19,1743,28,71,18.5,40,0.008119600615,24,61.18,26.27,28.5,13.57,71,85.75015688,973.605,-1.80508554,4.179962158,10.11745262,0,0,0,11.09474042,-5.8436635,-35.1977986,TRUE,gasolina,[0.01 0.99],cauteloso,cauteloso,TRUE,Cidade,[0.86 0.14],0.001726601455,32.7145277,4392.871989,0.09138888889,4392.871989,0,104.5921902,104.5921902,Norte,A,Você está dirigindo de forma cautelosa. Ótimo para segurança e economia!,1.76,657.36,657.36,19,78.6,FALSE,0.165685,1.507681,282.501171,64.898918,68.6
2025-05-08 13:57:47,19,1743,28,71,18.5,40,0.008119600615,24,61.18,26.27,28.5,13.57,71,88.76102972,973.605,-0.9864411354,4.922335148,10.98185921,0,0,0,12.07491951,-5.8436635,-35.1977986,TRUE,gasolina,[0.01 0.99],cauteloso,cauteloso,TRUE,Cidade,[0.83 0.17],0.001726601455,32.7145277,4392.871989,0.09666666667,4392.871989,0,102.1598137,102.1598137,Norte,A,Você está dirigindo de forma cautelosa. Ótimo para segurança e economia!,1.74,657.36,657.36,22.8,74.4,FALSE,0.2285739999,0.624906,348.779066,68.746093,70.8
2025-05-08 13:57:52,23,1867,13,71,18.5,40,0.008697242885,24,61.18,26.27,28.5,13.57,71,91.84599137,768.06,-1.101296663,2.446661234,7.926823139,0,0,0,8.368603863,-5.8436708,-35.1980239,TRUE,gasolina,[0. 1.],cauteloso,cauteloso,TRUE,Cidade,[0.61 0.39],0.001849434834,28.9476525,4964.503852,0.1030555556,4964.503852,0,112.829633,112.829633,Norte,A,Você está dirigindo de forma cautelosa. Ótimo para segurança e economia!,1.66,657.36,657.36,19.8,77.1,FALSE,0.1605179999,0.773258,308.984495,72.398047,72.5
2025-05-08 13:57:54,23,1867,13,71,18.5,40,0.008697242885,14,61.18,26.27,28.5,13.56,71,96.7529695,588.06,-0.2321037948,3.605385542,10.1270237,0,0,0,10.75217587,-5.8436708,-35.1980239,FALSE,gasolina,[0. 1.],cauteloso,cauteloso,TRUE,Rodovia,[0.27 0.73],0.001849434834,28.9476525,4964.503852,0.1094444444,4964.503852,0,110.3223078,110.3223078,Norte,A,,,,,,,FALSE,0.1297590001,0.810702,280.152065,55.51494,71.9
2025-05-08 13:57:55,23,1867,13,71,1.5,40,0.003634668668,14,61.18,26.27,28.5,13.56,71,97.97597528,588.06,-0.2560320199,2.908775091,7.440781116,0,0,0,7.993231421,-5.8436708,-35.1980239,FALSE,gasolina,[0. 1.],cauteloso,cauteloso,TRUE,Rodovia,[0.41 0.59],0.0007728981396,12.09752642,11879.3485,0.1158333333,11879.3485,0,258.2467066,258.2467066,Norte,A,,,,,,,FALSE,0.111277,0.512628,288.77297,60.86265,70.8
2025-05-08 13:57:56,23,1867,13,71,1.5,40,0.003634668668,14,61.18,26.27,28.5,13.56,71,99.24044514,588.06,1.098903775,4.184747696,9.545269012,0,0,0,10.48006981,-5.8436708,-35.1980239,FALSE,gasolina,[0. 1.],cauteloso,cauteloso,TRUE,Rodovia,[0.33 0.67],0.0007728981396,12.09752642,11879.3485,0.1222222222,11879.3485,0,252.7520958,252.7520958,Norte,A,,,,,,,FALSE,0.2774440001,0.3822220001,282.841725,64.311696,70.8
2025-05-08 13:57:57,18,935,9,72,1.5,40,0.001820254529,14,61.18,26.27,28.5,13.56,72,100.4696558,315.225,-0.09810572863,3.756432533,8.652147293,0,0,0,9.432924408,-5.8436708,-35.1980239,FALSE,gasolina,[0. 1.],cauteloso,cauteloso,TRUE,Cidade,[0.99 0.01],0.0003870700378,7.741394562,18563.93331,0.1272222222,18563.93331,0,386.7486106,386.7486106,Norte,A,,,,,,,FALSE,0.178536,0.3336290001,276.018927,65.76623,71.4
2025-05-08 13:57:59,18,935,9,72,1.5,40,0.001820254529,13,61.18,26.27,28.5,13.49,72,101.7415051,301.725,-0.9457631707,2.614457846,9.851848602,0,0,0,10.23663903,-5.8436617,-35.1983119,FALSE,gasolina,[0. 1.],cauteloso,cauteloso,TRUE,Cidade,[0.98 0.02],0.0003870700378,7.741394562,18563.93331,0.1322222222,18563.93331,0,378.8557818,378.8557818,Norte,A,,,,,,,FALSE,0.105741,0.307148,298.035281,69.429777,71.4
2025-05-08 13:58:00,18,935,9,72,-6,40,0.003250454515,13,61.18,26.27,28.5,13.49,72,102.9654436,301.725,-1.97527504,2.937488794,8.819944382,0,0,0,9.503787182,-5.8436617,-35.1983119,FALSE,gasolina,[0. 1.],cauteloso,cauteloso,TRUE,Cidade,[0.98 0.02],0.000691196496,13.82391886,10395.80265,0.1372222222,10395.80265,0,207.9160531,207.9160531,Norte,A,,,,,,,FALSE,0.09490699995,0.7033679999,277.502312,62.157868,70.3
2025-05-08 13:58:04,18,935,9,72,-6,40,0.003250454515,13,61.18,26.27,28.5,13.49,72,104.2407401,301.725,-2.935096025,3.102892876,8.376973152,0,0,0,9.403000163,-5.8436617,-35.1983119,FALSE,gasolina,[0. 1.],cauteloso,cauteloso,TRUE,Cidade,[0.98 0.02],0.000691196496,13.82391886,10395.80265,0.1422222222,10395.80265,0,203.8392677,203.8392677,Norte,A,Você está dirigindo de forma normal. Continue atento à estrada,2.87,657.38,657.38,18.5,84.9,FALSE,0.1569809999,0.576054,291.142631,64.719641,70.3
2025-05-08 13:58:05,7,850,19,72,-6,40,0.00295495865,13,61.18,26.27,28.5,13.49,72,108.3723269,279.5,-0.9337990284,4.295116425,9.377771378,0,0,0,10.35676599,-5.8436617,-35.1983119,FALSE,gasolina,[0. 1.],cauteloso,cauteloso,TRUE,Cidade,[0.89 0.11],0.0006283604509,32.31565448,4447.093357,0.1441666667,4447.093357,0,85.5210261,85.5210261,Norte,A,,,,,,,FALSE,0.1828879999,2.19768,284.465276,63.255107,68.6
2025-05-08 13:58:07,7,850,19,72,-6,40,0.00295495865,16,61.18,26.27,28.5,13.58,72,109.7369647,318.5,0.01674975827,5.166403294,9.557232857,0,0,0,10.86428568,-5.8436617,-35.1983119,FALSE,gasolina,[0. 1.],cauteloso,cauteloso,TRUE,Cidade,[0.95 0.05],0.0006283604509,32.31565448,4447.093357,0.1461111111,4447.093357,0,83.90742183,83.90742183,Norte,A,,,,,,,FALSE,0.1594810001,0.4157399999,296.538877,65.644267,69.7
2025-05-08 13:58:08,7,850,19,72,-19,40,0.005082528879,16,61.18,26.27,28.5,13.58,72,111.0077317,318.5,-2.839383125,3.959822416,9.159725189,0,0,0,10.3751075,-5.8436365,-35.1984886,FALSE,gasolina,[0.02 0.98],cauteloso,cauteloso,TRUE,Cidade,[0.87 0.13],0.001080779976,55.58292571,2585.519394,0.1480555556,2585.519394,0,47.87998877,47.87998877,Norte,A,,,,,,,FALSE,0.13537,0.604758,306.055928,58.907617,69.7
